24	25	95	12	23	64	63	64
25	25	95	11	23	65	63	63
26	25	95	12	24	65	63	64
26	24	95	13	24	66	63	65
26	25	94	13	24	67	63	66
27	25	94	12	23	67	62	66
27	26	95	12	24	67	62	65
26	26	94	12	25	67	61	65
26	27	95	12	25	68	61	66
26	26	96	12	24	68	62	66
27	26	97	12	23	68	63	66
27	25	97	11	22	68	63	67
28	25	98	11	22	67	63	66
28	26	98	10	22	66	63	67
29	26	98	9	23	66	63	66
29	27	98	8	23	65	63	65
30	27	97	8	23	64	64	65
31	27	96	8	23	63	64	66
31	28	96	7	24	63	64	65
31	29	96	8	25	63	63	65
31	28	96	9	25	62	62	65
32	28	95	9	26	62	61	65
32	27	94	9	26	61	62	65
31	27	94	8	25	61	61	65
32	27	95	8	25	60	61	66
32	28	94	8	26	60	62	66
33	28	94	9	25	60	61	66
33	27	95	9	25	59	61	67
32	27	95	8	25	60	62	67
31	27	94	8	25	61	62	68
31	28	94	9	24	61	63	68
31	29	95	9	23	61	63	67
31	28	95	8	24	61	63	68
31	29	96	8	25	61	64	68
32	29	97	8	24	61	65	68
32	30	96	8	23	61	66	68
33	30	96	7	23	62	66	67
32	30	95	7	22	62	66	66
32	31	94	7	22	63	66	65
33	31	93	7	23	63	67	65
34	31	92	7	24	63	67	66
35	31	93	7	25	63	68	66
34	31	93	8	25	64	68	67
35	31	94	8	25	65	69	67
35	32	95	8	24	65	69	66
35	33	95	7	24	66	69	65
35	34	95	8	24	67	68	65
35	33	94	8	24	66	67	65
35	32	94	9	25	66	66	65
35	31	94	10	25	67	67	65
34	31	94	11	25	68	67	66
34	30	95	11	25	69	67	67
34	31	95	10	24	69	68	67
34	32	95	11	24	68	68	66
33	32	95	12	24	69	69	66
33	31	95	13	24	68	69	65
34	31	94	13	24	69	68	65
35	31	94	14	24	68	69	65
35	30	94	13	24	69	69	66
36	30	95	13	23	69	70	66
37	30	96	13	24	69	70	65
37	29	97	13	24	68	69	65
37	28	96	13	24	67	69	66
37	27	96	14	23	67	69	67
37	26	96	15	24	67	70	67
