40	17	74	73	12	25	36	75
40	16	74	72	12	24	36	76
39	16	74	71	12	23	36	75
38	16	75	71	11	23	36	76
39	16	75	70	12	23	37	76
39	17	75	69	11	23	38	76
39	16	75	70	11	24	39	76
40	16	75	69	11	23	40	76
40	15	76	69	12	23	40	77
40	16	75	69	12	22	39	77
40	17	75	68	12	23	40	77
41	17	74	68	12	22	41	77
41	18	74	69	12	21	40	77
41	19	75	69	13	21	40	78
41	18	76	69	13	20	41	78
42	18	76	68	13	21	40	78
42	19	75	68	13	22	40	77
42	18	76	68	13	21	41	77
41	18	77	68	12	21	41	76
41	17	77	69	11	21	40	76
42	17	77	68	11	20	40	75
42	16	76	68	11	21	39	75
41	16	77	68	11	22	38	75
41	17	78	68	11	21	39	75
42	17	77	68	10	21	40	75
41	17	77	67	11	21	40	74
41	16	77	66	11	22	40	73
41	15	76	66	11	23	40	74
40	15	76	67	12	23	40	73
40	16	77	67	12	22	39	73
40	15	76	67	11	22	40	73
40	14	77	67	11	21	39	73
39	14	77	66	12	21	39	74
38	14	77	67	11	21	38	74
38	15	77	68	10	21	39	74
39	15	78	68	11	21	40	74
40	15	77	68	10	21	41	74
39	15	76	68	11	21	41	75
40	15	75	68	12	21	41	76
40	16	75	69	12	22	41	77
40	15	75	68	13	22	42	77
41	15	74	68	13	21	41	77
40	15	73	68	13	22	42	77
39	15	74	68	13	21	41	77
40	15	74	69	14	21	41	76
40	16	73	69	15	21	42	76
39	16	73	70	16	21	42	77
40	16	73	69	17	21	41	77
41	16	73	68	18	21	41	76
41	17	73	67	19	21	42	76
40	17	73	66	19	20	41	76
39	17	73	67	18	20	41	77
38	17	73	66	18	19	42	77
38	16	74	66	18	20	42	76
39	16	75	66	17	20	42	77
39	15	76	66	18	20	42	78
39	14	75	66	18	21	43	78
40	14	76	66	18	20	42	78
41	14	76	65	18	19	43	78
40	14	76	64	17	19	43	79
40	15	76	65	17	18	43	78
40	14	77	65	17	17	44	78
40	15	77	64	18	17	44	77
40	14	77	65	19	17	44	76
41	14	77	64	19	18	45	76
40	14	77	63	20	18	44	76
39	14	76	63	20	17	43	76
39	13	76	62	20	18	42	76
38	13	76	63	20	19	43	76
38	14	76	64	19	19	43	77
37	14	75	64	19	18	44	77
37	13	75	63	18	18	44	78
37	14	76	63	18	19	44	77
38	14	75	63	19	19	44	76
38	13	74	63	18	19	44	77
37	13	74	64	17	19	44	78
37	12	74	63	18	19	44	77
38	12	75	63	19	19	44	76
39	12	74	63	18	19	44	75
38	12	74	64	17	19	45	75
37	12	75	64	17	18	44	75
37	13	75	63	18	18	44	74
38	13	74	63	18	17	45	74
38	12	75	63	18	18	45	75
38	11	76	63	17	18	45	76
38	12	77	63	17	17	45	77
38	11	77	64	17	16	44	77
38	12	78	64	17	15	45	77
37	12	79	64	18	15	45	76
37	13	78	64	17	15	44	76
37	14	79	64	17	14	43	76
37	15	80	64	16	14	44	76
38	15	80	63	17	14	43	76
38	16	81	63	17	15	44	76
38	15	82	63	16	15	45	76
38	16	83	63	16	16	45	75
38	17	82	63	16	17	46	75
38	16	82	62	16	18	46	74
37	16	82	63	17	18	46	75
37	15	82	64	17	17	47	75
37	14	83	64	18	17	46	75
36	14	82	64	18	16	46	76
36	15	82	65	19	16	46	77
36	14	82	64	19	17	46	78
37	14	82	65	18	17	47	78
38	14	82	64	19	17	48	78
38	15	82	65	18	17	47	78
37	15	82	64	19	17	47	77
37	16	82	63	19	16	47	76
37	17	81	63	19	17	46	76
37	16	82	63	20	17	45	76
37	17	82	64	20	18	45	75
38	17	82	65	19	18	44	75
39	17	81	65	20	18	44	76
40	17	81	64	20	17	44	75
41	17	82	64	20	18	44	76
40	17	83	64	20	19	45	76
40	18	82	64	20	18	45	75
40	17	81	64	19	18	44	75
40	16	82	64	18	18	44	76
41	16	82	65	19	18	44	77
41	17	83	65	18	18	44	76
42	17	82	65	19	18	44	75
43	17	82	66	18	18	45	75
43	16	82	67	18	19	46	75
42	16	82	68	18	18	45	75
42	15	83	68	19	18	46	75
42	14	84	68	20	18	47	75
43	14	84	69	20	19	47	76
43	13	83	69	20	18	47	77
43	12	84	69	21	18	47	78
43	13	85	69	22	18	47	79
43	14	85	68	22	17	47	78
43	13	85	67	21	17	47	77
44	13	84	67	22	17	47	76
45	13	84	66	21	17	47	75
44	13	84	67	22	17	47	76
43	13	85	67	22	16	47	77
43	12	86	67	22	17	47	76
42	12	87	67	21	17	47	77
41	12	86	67	20	17	46	77
41	13	86	66	19	17	46	76
41	12	86	65	19	16	46	77
41	11	86	64	19	17	45	77
41	12	86	65	19	16	46	77
41	13	86	66	19	17	47	77
42	13	86	67	20	17	46	77
43	13	87	67	20	18	46	78
42	13	87	66	20	19	45	78
42	14	87	65	20	18	44	78
42	13	87	66	20	19	45	78
43	13	87	65	20	20	46	78
43	12	88	65	21	20	46	77
44	12	88	64	21	21	45	77
43	12	88	65	22	21	45	78
43	13	88	64	23	21	44	78
43	12	88	65	22	21	44	77
42	12	88	66	22	20	44	78
42	13	88	67	22	19	43	78
41	13	87	67	21	19	42	78
42	13	86	67	21	18	41	78
43	13	86	68	21	19	41	77
43	12	85	68	21	20	41	76
44	12	85	67	21	21	42	76
43	12	86	67	22	21	42	75
42	12	86	66	22	22	42	74
43	12	85	66	22	23	42	75
44	12	84	66	21	23	41	75
44	13	84	67	20	23	42	75
45	13	83	67	21	23	43	75
46	13	83	66	20	23	43	76
46	12	83	67	21	23	43	77
47	12	83	66	22	23	44	77
48	12	83	65	22	24	45	77
47	12	82	65	23	24	45	76
48	12	81	65	23	25	45	75
48	11	81	66	23	26	45	76
47	11	80	66	23	27	44	76
48	11	81	66	23	26	44	77
48	10	82	66	22	26	44	76
48	11	81	66	22	27	44	77
47	11	81	65	22	26	43	77
46	11	81	64	22	25	43	78
45	11	80	64	21	25	44	78
45	10	80	63	22	25	44	79
45	9	79	63	22	26	43	79
44	9	78	63	22	25	43	78
44	8	78	64	23	25	43	77
44	9	79	64	22	25	43	76
45	9	79	65	23	25	43	75
45	8	79	66	22	25	44	75
44	8	79	65	21	25	43	75
43	8	79	66	21	26	42	75
43	7	79	67	21	25	42	76
43	8	79	68	21	26	43	76
